1658075400.0,21064.47000000,21180.00000000,21057.16000000,21149.79000000,2085.83074000,1658077199999,44070981.85497710,87252,1127.59383000,23825426.33296020,0
1658077200.0,21148.36000000,21355.00000000,21135.47000000,21267.15000000,3811.71702000,1658078999999,81045566.01772160,121674,2052.89806000,43648891.26649860,0
1658079000.0,21267.15000000,21294.63000000,20824.00000000,20921.42000000,4519.63254000,1658080799999,95289214.17179740,132995,2074.40947000,43746006.79188190,0
1658080800.0,20921.43000000,21034.99000000,20853.47000000,20987.45000000,3335.14451000,1658082599999,69908357.78237300,106187,1689.24748000,35410431.41084370,0
1658082600.0,20985.54000000,21064.53000000,20957.99000000,20973.90000000,1699.30036000,1658084399999,35691844.23696430,66451,845.20352000,17753263.81446880,0
1658084400.0,20976.03000000,21047.49000000,20933.57000000,21018.80000000,1601.62104000,1658086199999,33627485.15538280,63411,839.53588000,17628555.79918990,0
1658086200.0,21018.80000000,21082.11000000,21014.25000000,21026.85000000,1545.47408000,1658087999999,32529805.37370750,63067,881.98881000,18565034.03900710,0
1658088000.0,21029.12000000,21046.00000000,20956.00000000,20986.77000000,1405.52021000,1658089799999,29503711.80175130,60689,698.16248000,14655394.36627080,0
1658089800.0,20986.77000000,20992.60000000,20910.23000000,20935.47000000,1364.33128000,1658091599999,28578077.58872030,56051,729.25648000,15275542.22400690,0
1658091600.0,20935.47000000,21046.44000000,20883.01000000,21022.75000000,2394.65269000,1658093399999,50238047.62380840,70233,1352.46176000,28375708.15458000,0
1658093400.0,21022.79000000,21055.00000000,20965.26000000,21018.99000000,1304.11944000,1658095199999,27397118.86917830,58049,654.46691000,13749866.10715420,0
1658095200.0,21018.99000000,21080.00000000,20921.88000000,20978.43000000,1902.41890000,1658096999999,39945695.22455280,75730,973.54045000,20442440.33049920,0
1658097000.0,20980.26000000,21043.15000000,20968.58000000,21002.15000000,1538.19256000,1658098799999,32312123.41384650,67092,821.21073000,17251591.46751640,0
1658098800.0,21002.15000000,21008.00000000,20827.22000000,20850.18000000,1906.10705000,1658100599999,39888749.31998320,80655,897.69426000,18788253.14601500,0
1658100600.0,20847.49000000,20876.61000000,20750.01000000,20798.16000000,2391.21715000,1658102399999,49748196.44713950,81577,1170.57742000,24355680.33839510,0
1658102400.0,20799.58000000,20923.34000000,20762.45000000,20882.73000000,3195.28840000,1658104199999,66642956.78184570,103030,1627.00310000,33935280.26349670,0
1658104200.0,20880.22000000,20924.31000000,20781.54000000,20822.85000000,2332.56358000,1658105999999,48610285.44676400,82850,1167.01948000,24322044.56570520,0
1658106000.0,20822.85000000,20956.19000000,20814.80000000,20937.96000000,2615.74690000,1658107799999,54691288.79822340,93194,1391.63132000,29096075.15745700,0
1658107800.0,20937.96000000,21013.35000000,20921.40000000,20977.91000000,2330.16177000,1658109599999,48856112.55419580,81369,1191.68832000,24986508.42209070,0
1658109600.0,20978.87000000,21025.23000000,20960.00000000,21019.51000000,2484.14326000,1658111399999,52150027.84350790,88167,1320.48683000,27722573.19247330,0
1658111400.0,21019.51000000,21377.48000000,20998.32000000,21335.52000000,7817.50914000,1658113199999,165810336.70042060,186785,3768.40289000,79899298.36299600,0
